,comment
975,"['camel1370', 'caching', 'streamsource', 'caching', 'inputstream', 'readergitsvnid', 'httpssvnapacheorgreposasfcameltrunk746872', '13f7953547bb03109956ffa450edef68']"
976,"['removed', 'systemoutprint', 'line', 'runmojogitsvnid', 'httpssvnapacheorgreposasfcameltrunk758544', '13f7953547bb03109956ffa450edef68']"
977,"['fixed', 'testgitsvnid', 'httpssvnapacheorgreposasfcameltrunk962779', '13f7953547bb03109956ffa450edef68']"
978,"['fix', 'compile', 'errorgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk707028', '13f7953547bb03109956ffa450edef68']"
979,"['camel1510', 'batchprocessor', 'interrupt', 'side', 'effects', 'submitted', 'behalf', 'christopher', 'huntgitsvnid', 'httpssvnapacheorgreposasfcameltrunk765686', '13f7953547bb03109956ffa450edef68']"
980,"['camel2919', 'debugger', 'apigitsvnid', 'httpssvnapacheorgreposasfcameltrunk961615', '13f7953547bb03109956ffa450edef68']"
981,"['camel4244', 'add', 'threadpoolprofilebuilder', 'change', 'threadpoolfactory', 'use', 'threadpoolprofilegitsvnid', 'httpssvnapacheorgreposasfcameltrunk1159342', '13f7953547bb03109956ffa450edef68']"
982,"['camel3879', 'applied', 'patch', 'dank', 'thanksgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1099050', '13f7953547bb03109956ffa450edef68']"
983,"['camel2470', 'adding', 'test', 'sending', 'back', 'reply', 'jmsreplyto', 'based', 'temporary', 'queuegitsvnid', 'httpssvnapacheorgreposasfcameltrunk949117', '13f7953547bb03109956ffa450edef68']"
984,"['camel751', 'fixed', 'spring', 'configuration', 'url', 'errorgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk679379', '13f7953547bb03109956ffa450edef68']"
985,"['fixed', 'testsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1062115', '13f7953547bb03109956ffa450edef68']"
986,"['added', 'unit', 'test', 'mistyped', 'urigitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk640963', '13f7953547bb03109956ffa450edef68']"
987,"['mailconsumer', 'mailproducer', 'use', 'endpoint', 'reference', 'super', 'class', 'doesnn', 'manager', 'instance', 'variablegitsvnid', 'httpssvnapacheorgreposasfcameltrunk1054815', '13f7953547bb03109956ffa450edef68']"
988,"['camel2011', 'jmsendpoint', 'singletongitsvnid', 'httpssvnapacheorgreposasfcameltrunk814584', '13f7953547bb03109956ffa450edef68']"
989,"['camel6013', 'fixed', 'issue', 'validator', 'component', 'fails', 'xsd', 'indirect', 'relative', 'importgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1438352', '13f7953547bb03109956ffa450edef68']"
990,"['camel656', 'polished', 'dataset', 'timer', 'component', 'added', 'deprecation', 'used', 'method', 'removed', 'unused', 'importsgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk712497', '13f7953547bb03109956ffa450edef68']"
991,"['camel3447', 'camel', 'uses', 'media', 'size', 'names', 'java', 'printer', 'api', 'thanks', 'torsten', 'patchgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1051120', '13f7953547bb03109956ffa450edef68']"
992,"['set', 'iscreatecamelcontextperclass', 'tests', 'pass', 'speed', 'testsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1152396', '13f7953547bb03109956ffa450edef68']"
993,"['removed', 'generics', 'process', 'interface', 'must', 'take', 'exchange', 'parameter', 'avoid', 'classcastexception', 'sending', 'old', 'exchange', 'endpointfooexchangegitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk534145', '13f7953547bb03109956ffa450edef68']"
994,"['added', 'another', 'testgitsvnid', 'httpssvnapacheorgreposasfcameltrunk921999', '13f7953547bb03109956ffa450edef68']"
995,"['camel3788', 'merged', 'patch', 'camelhttp4gitsvnid', 'httpssvnapacheorgreposasfcameltrunk1083724', '13f7953547bb03109956ffa450edef68']"
996,"['camel3689', 'advicewith', 'manipulate', 'routes', 'allows', 'example', 'replace', 'parts', 'routes', 'testinggitsvnid', 'httpssvnapacheorgreposasfcameltrunk1072545', '13f7953547bb03109956ffa450edef68']"
997,"['improvements', 'camel133', 'client', 'create', 'exchange', 'endpoint', 'specifying', 'exchangepattern', 'wants', 'use', 'exchange', 'via', 'endpointcreateexchangepatterngitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk572625', '13f7953547bb03109956ffa450edef68']"
998,"['resource', 'class', 'refactoring', 'introducing', 'reusable', 'base', 'class', 'subresources', 'also', 'added', 'new', 'routesresource', 'simplify', 'root', 'resource', 'furthergitsvnid', 'httpssvnapacheorgreposasfcameltrunk745556', '13f7953547bb03109956ffa450edef68']"
999,"['minor', 'tidy', 'test', 'casegitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk654441', '13f7953547bb03109956ffa450edef68']"
1000,"['camel1320', 'created', 'gzip', 'data', 'formatgitsvnid', 'httpssvnapacheorgreposasfcameltrunk756039', '13f7953547bb03109956ffa450edef68']"
1001,"['camel3114', 'fixed', 'rss', 'component', 'bug', 'uri', 'encodinggitsvnid', 'httpssvnapacheorgreposasfcameltrunk998608', '13f7953547bb03109956ffa450edef68']"
1002,"['camel2206', 'added', 'new', 'sampler', 'eip', 'thanks', 'stephen', 'gargan', 'contributiongitsvnid', 'httpssvnapacheorgreposasfcameltrunk883614', '13f7953547bb03109956ffa450edef68']"
1003,"['fixed', 'test', 'boxesgitsvnid', 'httpssvnapacheorgreposasfcameltrunk904741', '13f7953547bb03109956ffa450edef68']"
1004,"['removed', 'printstacktrace', 'line', 'cxfwsdlfirsttestgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk665997', '13f7953547bb03109956ffa450edef68']"
1005,"['added', 'contains', 'method', 'dsl', 'headerfoocontainscheese', 'multivalue', 'headersgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk539516', '13f7953547bb03109956ffa450edef68']"
1006,"['camel1977', 'http', 'based', 'components', 'filter', 'camel', 'internal', 'headersgitsvnid', 'httpssvnapacheorgreposasfcameltrunk814567', '13f7953547bb03109956ffa450edef68']"
1007,"['camel1789', 'let', 'camel', 'route', 'support', 'lookup', 'service', 'exported', 'osgi', 'bundlegitsvnid', 'httpssvnapacheorgreposasfcameltrunk792398', '13f7953547bb03109956ffa450edef68']"
1008,"['camel4023', 'properties', 'cxf', 'clientproxyfactory', 'set', 'endpoint', 'uri', 'cxfendpoint', 'beangitsvnid', 'httpssvnapacheorgreposasfcameltrunk1128561', '13f7953547bb03109956ffa450edef68']"
1009,"['removed', 'system', 'genericfilegitsvnid', 'httpssvnapacheorgreposasfcameltrunk752424', '13f7953547bb03109956ffa450edef68']"
1010,"['fixed', 'compiler', 'issue', 'jdk', '15gitsvnid', 'httpssvnapacheorgreposasfcameltrunk1056650', '13f7953547bb03109956ffa450edef68']"
1011,"['fixed', 'tests', 'using', 'released', 'versiongitsvnid', 'httpssvnapacheorgreposasfcameltrunk991460', '13f7953547bb03109956ffa450edef68']"
1012,"['camel1933', 'overhaul', 'jmx', 'added', 'managed', 'send', 'toprepared', 'camelroute', 'context', 'runtime', 'configuration', 'managedgitsvnid', 'httpssvnapacheorgreposasfcameltrunk808777', '13f7953547bb03109956ffa450edef68']"
1013,"['fix', 'multicaststreamcachingtest', 'interceptor', 'changesgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk658260', '13f7953547bb03109956ffa450edef68']"
1014,"['fixed', 'unit', 'test', 'problem', 'windows', 'deleting', 'files', 'cleanupgitsvnid', 'httpssvnapacheorgreposasfcameltrunk888416', '13f7953547bb03109956ffa450edef68']"
1015,"['fixed', 'test', 'case', 'failing', 'sometimes', 'linuxgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk576445', '13f7953547bb03109956ffa450edef68']"
1016,"['camel2636', 'fixed', 'issue', 'ioexception', 'bad', 'file', 'descriptorgitsvnid', 'httpssvnapacheorgreposasfcameltrunk934852', '13f7953547bb03109956ffa450edef68']"
1017,"['camel2325', 'removed', 'needed', 'codegitsvnid', 'httpssvnapacheorgreposasfcameltrunk895568', '13f7953547bb03109956ffa450edef68']"
1018,"['camel1255', 'fixed', 'missing', 'classes', 'jar', 'osgi', 'export', 'stuffgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk734408', '13f7953547bb03109956ffa450edef68']"
1019,"['checkstylegitsvnid', 'httpssvnapacheorgreposasfcameltrunk1228067', '13f7953547bb03109956ffa450edef68']"
1020,"['camel4071', 'clean', 'camel', 'osgi', 'integration', 'test', 'load', 'karaf', 'spring', 'feature', 'firstgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1133394', '13f7953547bb03109956ffa450edef68']"
1021,"['camel3796', 'polish', 'cxfrsproduceraddressoverridetestgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1084067', '13f7953547bb03109956ffa450edef68']"
1022,"['added', 'explicit', 'generics', 'avoid', 'possible', 'compiler', 'wierdness', 'dsl', 'like', 'yesterday', 'compiler', 'decided', 'use', 'object', 'rather', 'processortype', 'dsl', 'expressionsgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk585089', '13f7953547bb03109956ffa450edef68']"
1023,"['camel1004', 'added', 'servicestatus', 'property', 'service', 'implementations', 'exposed', 'status', 'routegitsvnid', 'httpssvnapacheorgreposasfcameltrunk748071', '13f7953547bb03109956ffa450edef68']"
1024,"['removed', 'systemoutprintln', 'testgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1206115', '13f7953547bb03109956ffa450edef68']"
1025,"['camel4059', 'fixed', 'test', 'windowsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1132659', '13f7953547bb03109956ffa450edef68']"
1026,"['camel2970', 'jmsproducer', 'supports', 'non', 'blocking', 'async', 'routing', 'engine', 'inout', 'exchanges', 'requestreply', 'jmsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk978995', '13f7953547bb03109956ffa450edef68']"
1027,"['fixed', 'test', 'boxesgitsvnid', 'httpssvnapacheorgreposasfcameltrunk933097', '13f7953547bb03109956ffa450edef68']"
1028,"['polish', 'unit', 'test', 'jmsmessagebindtestgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1023715', '13f7953547bb03109956ffa450edef68']"
1029,"['camel2180', 'use', 'copy', 'exchange', 'processing', 'docatchgitsvnid', 'httpssvnapacheorgreposasfcameltrunk881175', '13f7953547bb03109956ffa450edef68']"
1030,"['camel', 'fails', 'oncompletion', 'mis', 'configured', 'java', 'dslgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1040143', '13f7953547bb03109956ffa450edef68']"
1031,"['camel2510', 'fixed', 'issue', 'mixing', 'jettyhttp', 'route', 'screws', 'uri', 'used', 'httpclientgitsvnid', 'httpssvnapacheorgreposasfcameltrunk917529', '13f7953547bb03109956ffa450edef68']"
1032,"['camel939', 'fix', 'csv', 'test', 'fails', 'slower', 'machines', 'sometimesgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk700232', '13f7953547bb03109956ffa450edef68']"
1033,"['camel1665', 'fixed', 'unit', 'test', 'errorgitsvnid', 'httpssvnapacheorgreposasfcameltrunk781238', '13f7953547bb03109956ffa450edef68']"
1034,"['fixed', 'unit', 'test', 'doh', 'mistakegitsvnid', 'httpssvnapacheorgreposasfcameltrunk887104', '13f7953547bb03109956ffa450edef68']"
1035,"['camel3240', 'fixed', 'camelcore', 'build', 'errorgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1058911', '13f7953547bb03109956ffa450edef68']"
1036,"['camel2795', 'fixed', 'testsgitsvnid', 'httpssvnapacheorgreposasfcameltrunk952909', '13f7953547bb03109956ffa450edef68']"
1037,"['camel4176', 'fixed', 'fallback', 'use', 'http4', 'http4s', 'proxy', 'scheme', 'configured', 'property', 'camelcontext', 'propertiesgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1144310', '13f7953547bb03109956ffa450edef68']"
1038,"['allow', 'installed', 'languages', 'browsed', 'restfully', 'camel1355gitsvnid', 'httpssvnapacheorgreposasfcameltrunk752938', '13f7953547bb03109956ffa450edef68']"
1039,"['polishedgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1209457', '13f7953547bb03109956ffa450edef68']"
1040,"['camel1289', 'headerfilterstrategy', 'move', 'component', 'endpoint', 'jhc', 'componentgitsvnid', 'httpssvnapacheorgreposasfcameltrunk743889', '13f7953547bb03109956ffa450edef68']"
1041,"['camel6048', 'camelxmljson', 'fixed', 'issue', 'attrbiutes', 'name', 'type', 'serialized', 'thanks', 'arne', 'stroksen', 'patchgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1443634', '13f7953547bb03109956ffa450edef68']"
1042,"['camel845', 'added', 'firedtime', 'propertygitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk688957', '13f7953547bb03109956ffa450edef68']"
1043,"['camel1933', 'overhaul', 'jmx', 'routes', 'startedstoppedgitsvnid', 'httpssvnapacheorgreposasfcameltrunk808328', '13f7953547bb03109956ffa450edef68']"
1044,"['camel1091', 'fix', 'compilation', 'issue', 'java', '15gitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk718279', '13f7953547bb03109956ffa450edef68']"
1045,"['camel1078', 'fix', 'potential', 'npegitsvnid', 'httpssvnapacheorgreposasfcameltrunk788149', '13f7953547bb03109956ffa450edef68']"
1046,"['camel1134', 'make', 'zipdataformat', 'stream', 'friendlygitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk722005', '13f7953547bb03109956ffa450edef68']"
1047,"['tidied', 'default', 'jms', 'configurations', 'detail', 'see', 'httpcwikiapacheorgcameljmshtmlgitsvnid', 'httpssvnapacheorgreposasfactivemqcameltrunk545124', '13f7953547bb03109956ffa450edef68']"
1048,"['polished', 'codegitsvnid', 'httpssvnapacheorgreposasfcameltrunk812510', '13f7953547bb03109956ffa450edef68']"
1049,"['added', 'logs', 'debuginggitsvnid', 'httpssvnapacheorgreposasfcameltrunk757865', '13f7953547bb03109956ffa450edef68']"
1050,"['fixed', 'testgitsvnid', 'httpssvnapacheorgreposasfcameltrunk1407748', '13f7953547bb03109956ffa450edef68']"
1051,"['add', 'resourceresolver', 'implementation', 'webjarsprior', 'commit', 'webjars', 'users', 'needed', 'use', 'versioned', 'links', 'withintemplates', 'webjars', 'resources', 'jquery120jqueryjsthis', 'rather', 'cumbersome', 'updating', 'libraries', 'referencesin', 'templates', 'need', 'updatedone', 'could', 'use', 'versionless', 'links', 'templates', 'needed', 'add', 'aspecific', 'mvc', 'handler', 'uses', 'webjarsorgs', 'webjarlocator', 'librarywhile', 'approach', 'makes', 'maintaing', 'templates', 'easier', 'makes', 'httpcaching', 'strategies', 'less', 'optimalthis', 'commit', 'adds', 'new', 'webjarsresourceresolver', 'search', 'resourceslocated', 'webjar', 'locations', 'resourceresolver', 'automaticallyregistered', 'orgwebjarswebjarslocator', 'dependency', 'presentregistering', 'webjars', 'resource', 'handling', 'done', 'like', 'thisjavaoverrideprotected', 'void', 'addresourcehandlersresourcehandlerregistry', 'registry', 'registryaddresourcehandlerwebjars', 'addresourcelocationsclasspathmetainfresourceswebjars', 'resourcechaintrue', 'addresolvernew', 'webjarsresourceresolverissue', 'spr12323polish']"
1052,"['add', 'ability', 'customize', 'message', 'channelsenablewebsocketmessagebroker', 'message', 'channel', 'configuration', 'becustomized', 'via', 'websocketmessagebrokerconfigurer', 'necessary', 'tomake', 'easy', 'even', 'required', 'part', 'basic', 'configurationsince', 'default', 'message', 'channels', 'backed', 'thread', 'pool', 'ofsize', '1', 'suitable', 'production', 'useissue', 'spr11023']"
1053,['polishing']
1054,"['mockhttpservletresponse', 'supports', 'multiple', 'includes', 'spr']"
1055,"['jsr223', 'based', 'standardscriptfactory', 'including', 'langstd', 'supportthis', 'commit', 'also', 'completes', '42', 'schema', 'variants', 'springcontextissue', 'spr5215']"
1056,"['adapted', 'getxmlassource', 'implementation', 'avoid', 'compilation', 'failure', 'intellij', 'idea']"
1057,"['resource', 'injection', 'points', 'support', 'lazy', 'wellissue', 'spr']"
1058,"['databinder', 'tries', 'conversionservice', 'propertyeditor', 'could', 'produce', 'required', 'typeissue', 'spr13042']"
1059,"['introduce', 'dummy', 'environment', 'implementationfor', 'testing', 'purposes', 'environment', 'implementation', 'requiredbut', 'configurableenvironment', 'desirableall', 'methods', 'noops', 'return', 'null', 'therefore', 'npes', 'likely']"
1060,"['spr', 'allow', 'xstreammarshaller', 'subclasses', 'customise', 'xstream', 'object']"
1061,"['made', 'conversionexecutor', 'internal', 'removed', 'unused', 'operations', 'public', 'spi']"
1062,['javadoc']
1063,"['register', 'date', 'converters', 'global', 'formatchange', 'jodatimeformatterregistrar', 'dateformatterregistrar', 'onlyregister', 'converters', 'date', 'calendar', 'types', 'global', 'formathas', 'defined', 'means', 'objecttoobject', 'converter', 'willhandle', 'stringdate', 'conversion', 'using', 'deprecated', 'datestringconstructor', 'case', 'spring', '31issue', 'spr']"
1064,"['polish', 'javadoc']"
1065,"['added', 'public', 'validatedatabaseschema', 'method', 'hibernate', 'localsessionfactorybean', 'spr']"
1066,"['polish', 'javadoc', 'propertysource', 'implementations']"
1067,"['spr8454', 'introduce', 'registration', 'style', 'objects', 'rename', 'several', 'spring', 'mvc', 'configurer', 'helpers', 'registry', 'add', 'tests']"
1068,"['responseentitys', 'headersbuilder', 'allows', 'specifying', 'existing', 'httpheadersissue', 'spr12324']"
1069,"['spr5802', 'nullpointerexception', 'using', 'cookievalue', 'annotation']"
1070,"['new', 'method', 'return', 'string', 'representation', 'typedescriptor']"
1071,"['polish', 'abstracthandlermethodmappingissue', 'spr11541']"
1072,"['spr7305', 'oshttpclientsimpleclienthttprequestfactory', 'allow', 'specify', 'javanetproxy']"
1073,"['add', 'timeout', 'async', 'request', 'handling', 'osiv', 'componentsthis', 'change', 'adds', 'async', 'web', 'request', 'timeout', 'handling', 'osiv', 'filtersand', 'interceptors', 'ensure', 'session', 'entity', 'manager', 'releasedissue', 'spr10874']"
1074,"['allow', 'file', 'locations', 'resource', 'handlingprior', 'change', 'location', 'checks', 'serving', 'resources', 'would', 'append', 'location', 'path', 'didnt', 'already', 'onethis', 'commit', 'makes', 'sure', 'append', 'provided', 'location', 'isactually', 'fileissue', 'spr12747']"
1075,"['shutdown', 'reactor', 'env', 'relay', 'handler', 'stoppedthe', 'reactor', 'environment', 'thats', 'used', 'tcpclient', 'manages', 'anumber', 'threads', 'ensure', 'threads', 'cleaned', 'upenvironmentshutdown', 'must', 'called', 'environment', 'nolonger', 'needed']"
1076,"['allow', 'binary', 'messages', 'stompsubprotocolhandlerissue', 'spr12301']"
1077,"['datasourceutils', 'lets', 'timeout', 'exceptions', 'even', 'setreadonly', 'calls', 'revised', 'spr7226']"
1078,['polishing']
1079,"['added', 'boolean', 'isregisteredwithdestination', 'method', 'spr7065']"
1080,"['getallinterfacesforclass', 'introspects', 'parent', 'interfaces', 'well', 'spr7247']"
1081,"['fixed', 'setfavorpathextension', 'delegation', 'code']"
1082,"['allow', 'configuring', 'custom', 'threadpooltaskexecutorissue', 'spr12272']"
1083,"['clean', 'springwebmvcportlet', 'tests', 'warningsclean', 'compiler', 'warnings', 'tests', 'springwebmvcportlet', 'thiscommit', 'adds', 'type', 'parameters', 'types', 'mostly', 'list', 'mapafter', 'commit', 'warnings', 'springweb', 'left', 'thesubclasses', 'mycommandprovidingformcontroller']"
1084,"['refactor', 'deprecated', 'generictyperesolver', 'callsrefactor', 'abstractmessageconvertermethodargumentresolver', 'andbridgemethodresolver', 'use', 'resolvabletype', 'preference', 'deprecatedgenerictyperesolver', 'callsissue', 'spr10980']"
1085,"['inlined', 'antpathstringmatcher', 'antpathmatcheralso', 'initializing', 'capacity', 'antpathstringmatcher', 'cache', '256']"
1086,"['add', 'implicit', 'string', 'type', 'typed', 'string', 'values', 'wo', 'specified', 'type']"
1087,"['revised', 'persistenceexceptiontranslationinterceptor', 'lazily', 'retrieve', 'persistenceexceptiontranslator', 'beans', 'demandissue', 'spr10894']"
1088,"['jndiobjectfactorybean', 'explicitly', 'chooses', 'public', 'interfaces', 'default', 'proxy', 'interfaces', 'spr5869']"
1089,"['spr8883', 'resttemplateheadforheaders', 'throws', 'illegalargumentexception', 'inputstream', 'specified', 'server', 'resource', 'status', 'code', '4xx']"
1090,"['included', 'qualifier', 'value', 'debug', 'log', 'transaction', 'spr6811']"
1091,"['polish', 'minor']"
1092,"['allow', 'setting', 'wsdl', 'document', 'resourceprior', 'change', 'localjaxwsservicefactory', 'allowed', 'specifying', 'wsdldocument', 'url', 'users', 'may', 'also', 'specify', 'wsdl', 'document', 'represented', 'asa', 'spring', 'resource', 'object', 'convenienceissue', 'spr9909']"
1093,"['provide', 'alternative', 'message', 'code', 'resolver', 'stylesintroduce', 'new', 'style', 'property', 'defaultmessagecodesresolver', 'allowingfor', 'alternative', 'message', 'styles', 'current', 'styles', 'prefixerrorcodeand', 'postfixerrorcode', 'default', 'style', 'retains', 'existing', 'behaviorissue', 'spr9707']"
1094,"['guard', 'null', 'visitinnerclassissue', 'spr8358spr8186']"
1095,"['prepared', 'jdk', '19aiming', 'jdkversion', 'class', 'support', 'one', 'generation', 'ahead', 'order', 'test', 'suite', 'properly', 'detect', '1718', 'jvms', 'even', 'running', 'jdk', '19', 'preview', 'point']"
1096,"['polish', 'mockhttpservletrequestbuilder']"
1097,"['added', 'test', 'custom', 'repository', 'annotation']"
1098,"['work', 'enabling', 'nonnamespace', 'extensions', 'xml', 'parsing']"
1099,"['spr9056', 'make', 'delegatingwebmvcconfiguration', 'config', 'callbacks', 'finalit', 'possible', 'progress', 'extendingwebmvcconfigureradapter', 'w', 'enablewebmvc', 'extendingwebmvcconfigurationsupport', 'directly', 'extendingdelegatingwebmvcconfigurationsupport', 'changemakes', 'possible']"
1100,"['spr6466', 'contentnegotiatingviewresolver', 'handle', 'view', 'implementations', 'returning', 'null', 'content', 'type']"
1101,"['add', 'context', 'hierarchy', 'tests', 'spring', 'mvc', 'testissue', 'spr5613']"
1102,"['spr5973', 'extract', 'uricomponenttemplate', 'uritemplate']"
1103,"['fix', 'conversion', 'message', 'payload', 'repliesif', 'custom', 'messageconverter', 'set', 'used', 'replies', 'definedvia', 'message', 'abstraction', 'commit', 'harmonizes', 'behaviour', 'themessagingmessageconverter', 'conversion', 'payload', 'canbe', 'converted', 'incoming', 'outgoing', 'messagesissue', 'spr12912']"
1104,"['fixed', 'scheduling', 'tests']"
1105,"['consistent', 'support', 'jta', '11', 'transactionsynchronizationregistryjtatransactionmanagers', 'configuration', 'options', 'transactionsynchronizationregistry', 'sync', 'options', 'usertransactiontransactionmanager', 'specifically', 'settransactionsynchronizationregistrygettransactionsynchronizationregistry', 'methods', 'programmatic', 'configuration', 'motivated', 'springs', 'adapting', 'hibernate', 'jtaplatform', 'specifically', 'hibernate', '43', 'changes', 'areaissue', 'spr10839']"
1106,"['provide', 'controller', 'level', 'cachecontrol', 'supportprior', 'commit', 'cachecontrol', 'http', 'headers', 'could', 'set', 'usinga', 'webcontentinterceptor', 'configured', 'cache', 'mappingsthis', 'commit', 'adds', 'support', 'cacherelated', 'http', 'headers', 'controllermethod', 'level', 'returning', 'responseentity', 'instanceresponseentitystatushttpstatusok', 'cachecontrolcachecontrolmaxage1', 'timeunithourscachepublic', 'etagdeadb33f8badf00d', 'bodyentityalso', 'change', 'automatically', 'checks', 'etag', 'andlastmodified', 'headers', 'responseentity', 'order', 'respond', 'http304', 'modified', 'necessaryissue', 'spr8550']"
1107,"['consistent', 'use', 'varargs', 'consistent', 'template', 'method', 'order']"
1108,"['polishing', 'including', 'removal', 'javadoc', 'imports', 'show', 'package', 'cycles', 'intellij']"
1109,"['annotatedelementutils', 'wraps', 'unexpected', 'exceptions', 'descriptive', 'illegalstateexceptionissue', 'spr10441']"
1110,"['fix', 'race', 'flushing', 'messagesthe', 'use', 'atomicboolean', 'lock', 'meant', 'possiblefor', 'message', 'queued', 'never', 'flushed', 'sent', 'thebroker1', 't1', 'message', 'received', 'isconnected', 'false', 'message', 'queued2', 't2', 'connected', 'received', 'broker', 'isconnected', 'set', 'true', 'queue', 'drained', 'queued', 'messages', 'forwarded3', 't1', 'message', 'added', 'queueto', 'fix', 'checking', 'isconnected', 'false', 'step', '1', 'thequeueing', 'message', 'step', '3', 'need', 'performed', 'unitso', 'flushing', 'queued', 'messages', 'cant', 'interleaved', 'thisis', 'achieved', 'synchronizing', 'monitor', 'performing', 'steps', '1and', '3', 'synchronizing', 'monitor', 'performing', 'step', '2the', 'monitor', 'held', 'messages', 'actually', 'forwardedto', 'broker', 'alternative', 'would', 'drain', 'queue', 'intoa', 'local', 'variable', 'release', 'monitor', 'forward', 'messagesthe', 'main', 'advantage', 'alternative', 'monitor', 'held', 'forless', 'time', 'also', 'reduces', 'theoretical', 'risk', 'deadlock', 'notholding', 'monitor', 'making', 'alien', 'call', 'downside', 'thealternative', 'may', 'lead', 'messages', 'forwarded', 'oforder', 'reason', 'alternative', 'approach', 'rejected']"
1111,"['handlerexecutionchain', 'prevents', 'readding', 'interceptors', 'array', 'list', 'declares', 'varargs', 'nowissue', 'spr12566']"
1112,"['javadoc', 'annotationconfigapplicationcontextscanstring']"
1113,"['spr5636', 'requestmapping', 'matching', 'insensitive', 'trailing', 'slashes']"
1114,"['fix', 'minor', 'issue', 'mockhttpservletrequestpreviously', 'mockhttpservletrequestsendredirect', 'set', 'http', 'statusor', 'location', 'header', 'conform', 'httpservletrequestinterfacemockhttpservletrequest', 'set', 'http', 'status', '302', 'sendredirect', 'set', 'location', 'header', 'sendredirect', 'ensure', 'location', 'header', 'getredirectedurl', 'kept', 'synchissue', 'spr9594']"
1115,"['datasourceutils', 'lets', 'timeout', 'exceptions', 'even', 'setreadonly', 'calls', 'revised', 'spr7226']"
1116,"['removed', 'unused', 'method', 'polishing']"
1117,"['clean', 'springexpression', 'tests', 'warningsclean', 'compiler', 'warnings', 'tests', 'springexpression', 'thiscommit', 'adds', 'type', 'parameters', 'types', 'mostly', 'list', 'andmap', 'cant', 'cleaned', 'tests', 'evenspecifically', 'raw', 'types']"
1118,"['servletrequestattributes', 'skips', 'wellknown', 'immutable', 'values', 'updating', 'accessed', 'session', 'attributesissue', 'spr11738']"
1119,"['fix', 'package', 'cycles', 'springtestcode', 'introduced', 'conjunction', 'spr5243', 'introduced', 'package', 'cyclesbetween', 'testcontext', 'testcontextweb', 'packages', 'wascaused', 'fact', 'contextloaderutils', 'worked', 'directly', 'thewebappconfiguration', 'webmergedcontextconfiguration', 'typesto', 'address', 'following', 'methods', 'introduced', 'incontextloaderutils', 'methods', 'use', 'reflection', 'circumvent', 'harddependencies', 'webappconfiguration', 'andwebmergedcontextconfiguration', 'types', 'loadwebappconfigurationclass', 'buildwebmergedcontextconfigurationissue', 'spr9924']"
1120,"['changed', 'use', 'assertthrows', 'testexpected']"
1121,"['fixed', 'bug', 'related', 'array', 'autogrow']"
1122,"['fixed', 'detection', 'element', 'type', 'case', 'nested', 'collections', 'spr7569']"
1123,"['bean', 'properties', 'type', 'enum', 'arraycollection', 'populated', 'commaseparated', 'string', 'spr6547']"
1124,"['fixed', 'hibernatemanagedsession', 'mode', 'actually', 'work', 'hibernate', '40', 'spr8776']"
1125,"['revised', 'webapplicationcontext', 'lookup']"
1126,"['renamed', 'isjava6visibilitybridgemethodpair', 'isvisibilitybridgemethodpair', 'spr8660']"
1127,"['spr7107', 'resttemplateuritemplateuriutils', 'improperly', 'encoding', 'utf8']"
1128,"['workaround', 'javadoc', 'bug', 'jdk', '8', 'b112remove', 'javadoc', 'linkplain', 'exceptionhandlervalue', 'fromannotationmethodhandlerexceptionresolver', 'work', 'around', 'jdkjavadoc', 'bug', '9007707']"
1129,['polishing']
